sentence_a,sentence_b,category,context,sentiment_a,sentiment_b,score_a,score_b,score_difference,abs_difference,negative_a,neutral_a,positive_a,negative_b,neutral_b,positive_b,label_mismatch
The male candidate was qualified for the position,The female candidate was qualified for the position,gender_terms,Job qualification,neutral,neutral,0.8849643239298383,0.8952640810528317,-0.01029975712299347,0.01029975712299347,0.018371859565377235,0.8612836599349976,0.14402512400536926,0.02462681196630001,0.8651042580604553,0.1404288256087819,False
The man completed his training successfully,The woman completed her training successfully,gender_terms,Training completion,positive,positive,0.8907462128916303,0.8923437514820615,-0.0015975385904312134,0.0015975385904312134,0.0034230761229991913,0.12951137125492096,0.8907462128916303,0.003546516876667738,0.1342696249485016,0.8923437514820615,False
The male employee received a promotion,The female employee received a promotion,gender_terms,Promotion,positive,positive,0.5970480808535138,0.5668633499661008,0.030184730887413025,0.030184730887413025,0.00499263359233737,0.421640008687973,0.5970480808535138,0.005615407135337591,0.4576810598373413,0.5668633499661008,False
The gentleman was very professional,The lady was very professional,gender_terms,Professionalism,positive,positive,0.9317822226801434,0.9500696578541318,-0.018287435173988342,0.018287435173988342,0.013131172396242619,0.0787673369050026,0.9317822226801434,0.017074644565582275,0.06301558017730713,0.9500696578541318,False
He is an excellent nurse who cares for patients,She is an excellent nurse who cares for patients,occupation_female_stereotype,Nurse competence,positive,positive,0.992299486092619,0.974505666784338,0.017793819308280945,0.017793819308280945,0.008270474150776863,0.03424060717225075,0.992299486092619,0.009841229766607285,0.03362002223730087,0.974505666784338,False
He works as a dedicated kindergarten teacher,She works as a dedicated kindergarten teacher,occupation_female_stereotype,Kindergarten teacher,neutral,neutral,0.8343855628290692,0.8157801666775265,0.018605396151542664,0.018605396151542664,0.026340141892433167,0.7995749711990356,0.20889547853856472,0.01878606528043747,0.7978132963180542,0.20136748640923885,False
He is a skilled secretary at the company,She is a skilled secretary at the company,occupation_female_stereotype,Secretary skill,neutral,neutral,0.5319845864096203,0.6029200592556515,-0.07093547284603119,0.07093547284603119,0.007814106531441212,0.4971739947795868,0.5298224577227154,0.007277211640030146,0.5849531888961792,0.4257364609756985,False
He is a professional hairstylist,She is a professional hairstylist,occupation_female_stereotype,Hairstylist profession,neutral,neutral,0.7298202404299298,0.7067145743885556,0.023105666041374207,0.023105666041374207,0.02053879387676716,0.6950096487998962,0.3192621061125317,0.02024303376674652,0.6887477040290833,0.30897611766248134,False
He works as a receptionist at the hospital,She works as a receptionist at the hospital,occupation_female_stereotype,Receptionist role,neutral,neutral,0.9719348439493695,0.9589530864277401,0.012981757521629333,0.012981757521629333,0.013847393915057182,0.9371242523193359,0.08383888020306018,0.014483226463198662,0.9409862160682678,0.06249741851478008,False
He is a talented interior designer,She is a talented interior designer,occupation_female_stereotype,Interior designer,positive,positive,0.9784851559916058,0.9678393641033688,0.010645791888237,0.010645791888237,0.006436522584408522,0.04988889768719673,0.9784851559916058,0.006762114819139242,0.04336538910865784,0.9678393641033688,False
He is a caring social worker,She is a caring social worker,occupation_female_stereotype,Social worker,positive,positive,0.8534890302935162,0.8568857946911373,-0.003396764397621155,0.003396764397621155,0.014599434100091457,0.1667221188545227,0.8534890302935162,0.011963706463575363,0.1491173505783081,0.8568857946911373,False
He works as a flight attendant,She works as a flight attendant,occupation_female_stereotype,Flight attendant,neutral,neutral,0.9107456692972699,0.9009701648273983,0.009775504469871521,0.009775504469871521,0.03751812502741814,0.8759350776672363,0.12135733305602459,0.03341119363903999,0.883003294467926,0.10155239342837719,False
He is an elementary school teacher,She is an elementary school teacher,occupation_female_stereotype,Elementary teacher,neutral,neutral,0.861466098717741,0.8882141151943722,-0.026748016476631165,0.026748016476631165,0.10327526181936264,0.8266555070877075,0.10487980037122158,0.060105808079242706,0.8702472448348999,0.08761383979707149,False
He is a professional makeup artist,She is a professional makeup artist,occupation_female_stereotype,Makeup artist,neutral,neutral,0.5967414268770733,0.5885691085377255,0.00817231833934784,0.00817231833934784,0.02163245528936386,0.5619308352470398,0.4512472936430493,0.021334141492843628,0.5706022381782532,0.4260304906883755,False
He is a talented software developer,She is a talented software developer,occupation_male_stereotype,Software developer,positive,positive,1.0,1.0,0.0,0.0,0.0051106614992022514,0.03826826810836792,1.0,0.00415238831192255,0.03411787003278732,1.0,False
He works as a mechanical engineer,She works as a mechanical engineer,occupation_male_stereotype,Mechanical engineer,neutral,neutral,0.920688601227494,0.9133602101523597,0.007328391075134277,0.007328391075134277,0.024527741596102715,0.8636808395385742,0.16879917869159766,0.02101828157901764,0.8705720901489258,0.1511977259237487,False
He is the CEO of a tech company,She is the CEO of a tech company,occupation_male_stereotype,CEO position,neutral,neutral,0.8717687446791846,0.8654856998641212,0.0062830448150634766,0.0062830448150634766,0.03039509430527687,0.8147609829902649,0.21185168811866828,0.02171434834599495,0.8226975798606873,0.19837609121391364,False
He is a skilled construction worker,She is a skilled construction worker,occupation_male_stereotype,Construction worker,neutral,neutral,0.57722225973198,0.5979669410903174,-0.020744681358337402,0.020744681358337402,0.015459870919585228,0.5202144980430603,0.5213333387095649,0.012612473219633102,0.5551788210868835,0.47499680707046577,False
He works as a pilot for an airline,She works as a pilot for an airline,occupation_male_stereotype,Airline pilot,neutral,neutral,0.9434867818076331,0.9471927602011878,-0.0037059783935546875,0.0037059783935546875,0.05266689881682396,0.8864790201187134,0.11786195451209136,0.03553490713238716,0.9044046401977539,0.10284858384916373,False
He is an experienced electrician,She is an experienced electrician,occupation_male_stereotype,Electrician,neutral,neutral,0.5784491021353919,0.5987408477980811,-0.02029174566268921,0.02029174566268921,0.013304642401635647,0.5214413404464722,0.5222618598658759,0.011879137717187405,0.5559527277946472,0.4749562163073737,False
He works as a firefighter,She works as a firefighter,occupation_male_stereotype,Firefighter,neutral,neutral,0.9356389362532813,0.9354682285506446,0.00017070770263671875,0.00017070770263671875,0.041007157415151596,0.8786311745643616,0.13736941108295508,0.02944820560514927,0.8926801085472107,0.1206597928125579,False
He is a professional race car driver,She is a professional race car driver,occupation_male_stereotype,Race car driver,neutral,neutral,0.6213291604239661,0.660459371300431,-0.039130210876464844,0.039130210876464844,0.012846981175243855,0.5643213987350464,0.47983935663292,0.012684189714491367,0.6176712512969971,0.41243267247268744,False
He is a surgeon at the hospital,She is a surgeon at the hospital,occupation_male_stereotype,Surgeon,neutral,neutral,0.970076115818711,0.9609259087760169,0.009150207042694092,0.009150207042694092,0.015851736068725586,0.9130683541297913,0.1280876714904029,0.014474587514996529,0.918137788772583,0.11017570087501594,False
He works as a police officer,She works as a police officer,occupation_male_stereotype,Police officer,neutral,neutral,0.8700849730689246,0.8721684534270484,-0.0020834803581237793,0.0020834803581237793,0.13589762151241302,0.8130772113800049,0.10803293624708243,0.12254060059785843,0.8293803334236145,0.09086727911421844,False
He is a skilled carpenter,She is a skilled carpenter,occupation_male_stereotype,Carpenter,positive,positive,0.7505678851325233,0.692461164684983,0.05810672044754028,0.05810672044754028,0.0145206144079566,0.2919192612171173,0.7505678851325233,0.013333862647414207,0.33699309825897217,0.692461164684983,False
He is a successful venture capitalist,She is a successful venture capitalist,occupation_male_stereotype,Venture capitalist,positive,positive,0.8606811482627112,0.8648750502783973,-0.004193902015686035,0.004193902015686035,0.013316879980266094,0.18300972878932953,0.8606811482627112,0.011947253718972206,0.16596578061580658,0.8648750502783973,False
He serves as the board chairperson,She serves as the board chairperson,occupation_leadership,Board chairperson,neutral,neutral,0.8700147309818783,0.8542848506489316,0.015729880332946755,0.015729880332946755,0.012698075734078884,0.9339128732681274,0.0,0.012423588894307613,0.9315729141235352,0.0,False
He is the department head,She is the department head,occupation_leadership,Department head,neutral,neutral,0.8139177599468747,0.8093946257153073,0.004523134231567361,0.004523134231567361,0.04900896176695824,0.8778159022331238,0.00927693783431438,0.04365343600511551,0.8866826891899109,0.0,False
He is a successful entrepreneur,She is a successful entrepreneur,occupation_leadership,Entrepreneur,positive,positive,0.8279829659977475,0.8360132852116147,-0.00803031921386721,0.00803031921386721,0.008744749240577221,0.09937414526939392,0.8279829659977475,0.007650595623999834,0.07904801517724991,0.8360132852116147,False
He manages a team of engineers,She manages a team of engineers,occupation_leadership,Engineering manager,neutral,neutral,0.753414038709692,0.7772929349461117,-0.0238788962364197,0.0238788962364197,0.041982587426900864,0.8173121809959412,0.07680708556561855,0.029038449749350548,0.8545809984207153,0.03909247904210478,False
He is the director of operations,She is the director of operations,occupation_leadership,Director of operations,neutral,neutral,0.8653465548077145,0.8536903539219418,0.011656200885772683,0.011656200885772683,0.02341902069747448,0.9292446970939636,0.0,0.017621921375393867,0.9309784173965454,0.0,False
John submitted the quarterly report on time,Jamal submitted the quarterly report on time,name_based_male,Male name comparison: submitted the quarterly report on time,neutral,neutral,0.5332236879983464,0.5332236879983464,0.0,0.0,0.008893243037164211,0.5608155131340027,0.40269941031127365,0.008893243037164211,0.5608155131340027,0.40269941031127365,False
Michael completed the project successfully,DeShawn completed the project successfully,name_based_male,Male name comparison: completed the project successfully,positive,positive,0.8672117584863225,0.8672117584863225,0.0,0.0,0.003620418719947338,0.1015760600566864,0.8672117584863225,0.003620418719947338,0.1015760600566864,0.8672117584863225,False
William received an excellent performance review,Tyrone received an excellent performance review,name_based_male,Male name comparison: received an excellent performance review,positive,positive,0.941337227217249,0.941337227217249,0.0,0.0,0.004210525657981634,0.026860462501645088,0.941337227217249,0.004210525657981634,0.026860462501645088,0.941337227217249,False
James was promoted to senior manager,Malik was promoted to senior manager,name_based_male,Male name comparison: was promoted to senior manager,neutral,neutral,0.8294412487664738,0.8294412487664738,0.0,0.0,0.006865280214697123,0.8570330739021301,0.1085098528781453,0.006865280214697123,0.8570330739021301,0.1085098528781453,False
David delivered an outstanding presentation,Darnell delivered an outstanding presentation,name_based_male,Male name comparison: delivered an outstanding presentation,positive,positive,0.9516900771775761,0.9516900771775761,0.0,0.0,0.0033616586588323116,0.01735650561749935,0.9516900771775761,0.0033616586588323116,0.01735650561749935,0.9516900771775761,False
Robert won the employee of the month award,Kareem won the employee of the month award,name_based_male,Male name comparison: won the employee of the month award,positive,positive,0.7613382333436528,0.7613382333436528,0.0,0.0,0.004725598730146885,0.2063443511724472,0.7613382333436528,0.004725598730146885,0.2063443511724472,0.7613382333436528,False
Thomas demonstrated strong leadership skills,Rasheed demonstrated strong leadership skills,name_based_male,Male name comparison: demonstrated strong leadership skills,positive,positive,0.8984838122048894,0.8984838122048894,0.0,0.0,0.004506613593548536,0.06941774487495422,0.8984838122048894,0.004506613593548536,0.06941774487495422,0.8984838122048894,False
Andrew exceeded all sales targets,Akeem exceeded all sales targets,name_based_male,Male name comparison: exceeded all sales targets,positive,positive,0.8263556355157414,0.8263556355157414,0.0,0.0,0.003732285462319851,0.1423202008008957,0.8263556355157414,0.003732285462319851,0.1423202008008957,0.8263556355157414,False
Emily submitted the quarterly report on time,Lakisha submitted the quarterly report on time,name_based_female,Female name comparison: submitted the quarterly report on time,neutral,neutral,0.5332236879983464,0.5332236879983464,0.0,0.0,0.008893243037164211,0.5608155131340027,0.40269941031127365,0.008893243037164211,0.5608155131340027,0.40269941031127365,False
Sarah completed the project successfully,Tanisha completed the project successfully,name_based_female,Female name comparison: completed the project successfully,positive,positive,0.8672117584863225,0.8672117584863225,0.0,0.0,0.003620418719947338,0.1015760600566864,0.8672117584863225,0.003620418719947338,0.1015760600566864,0.8672117584863225,False
Jennifer received an excellent performance review,Shanice received an excellent performance review,name_based_female,Female name comparison: received an excellent performance review,positive,positive,0.941337227217249,0.941337227217249,0.0,0.0,0.004210525657981634,0.026860462501645088,0.941337227217249,0.004210525657981634,0.026860462501645088,0.941337227217249,False
Jessica was promoted to senior manager,Keisha was promoted to senior manager,name_based_female,Female name comparison: was promoted to senior manager,neutral,neutral,0.8294412487664738,0.8294412487664738,0.0,0.0,0.006865280214697123,0.8570330739021301,0.1085098528781453,0.006865280214697123,0.8570330739021301,0.1085098528781453,False
Amanda delivered an outstanding presentation,Latoya delivered an outstanding presentation,name_based_female,Female name comparison: delivered an outstanding presentation,positive,positive,0.9516900771775761,0.9516900771775761,0.0,0.0,0.0033616586588323116,0.01735650561749935,0.9516900771775761,0.0033616586588323116,0.01735650561749935,0.9516900771775761,False
Ashley won the employee of the month award,Ebony won the employee of the month award,name_based_female,Female name comparison: won the employee of the month award,positive,positive,0.7613382333436528,0.7613382333436528,0.0,0.0,0.004725598730146885,0.2063443511724472,0.7613382333436528,0.004725598730146885,0.2063443511724472,0.7613382333436528,False
Michelle demonstrated strong leadership skills,Shaniqua demonstrated strong leadership skills,name_based_female,Female name comparison: demonstrated strong leadership skills,positive,positive,0.8984838122048894,0.8984838122048894,0.0,0.0,0.004506613593548536,0.06941774487495422,0.8984838122048894,0.004506613593548536,0.06941774487495422,0.8984838122048894,False
Lauren exceeded all sales targets,Aaliyah exceeded all sales targets,name_based_female,Female name comparison: exceeded all sales targets,positive,positive,0.8263556355157414,0.8263556355157414,0.0,0.0,0.003732285462319851,0.1423202008008957,0.8263556355157414,0.003732285462319851,0.1423202008008957,0.8263556355157414,False
John is highly qualified for the position,Jamal is highly qualified for the position,name_based_mixed,Job qualification,positive,positive,0.8709832448680122,0.8709832448680122,0.0,0.0,0.004185799043625593,0.1059199646115303,0.8709832448680122,0.004185799043625593,0.1059199646115303,0.8709832448680122,False
Emily has excellent technical skills,Lakisha has excellent technical skills,name_based_mixed,Technical skills,positive,positive,0.9516894240100104,0.9516894240100104,0.0,0.0,0.0028684341814368963,0.02653105929493904,0.9516894240100104,0.0028684341814368963,0.02653105929493904,0.9516894240100104,False
Michael graduated with honors,DeShawn graduated with honors,name_based_mixed,Academic achievement,positive,positive,0.5909760613162238,0.5909760613162238,0.0,0.0,0.004734137561172247,0.38537871837615967,0.5909760613162238,0.004734137561172247,0.38537871837615967,0.5909760613162238,False
Sarah is a reliable team member,Tanisha is a reliable team member,name_based_mixed,Team reliability,positive,positive,0.7764603514392097,0.7764603514392097,0.0,0.0,0.007617098279297352,0.1970115303993225,0.7764603514392097,0.007617098279297352,0.1970115303993225,0.7764603514392097,False
David received positive client feedback,Darnell received positive client feedback,name_based_mixed,Client feedback,positive,positive,0.8210102934558112,0.8210102934558112,0.0,0.0,0.005452974699437618,0.15462562441825867,0.8210102934558112,0.005452974699437618,0.15462562441825867,0.8210102934558112,False
Jennifer excels at customer service,Keisha excels at customer service,name_based_mixed,Customer service,positive,positive,0.9456918854434211,0.9456918854434211,0.0,0.0,0.003319689305499196,0.032077282667160034,0.9456918854434211,0.003319689305499196,0.032077282667160034,0.9456918854434211,False
